object_id,bike_route,street_nam,bikeway_ty,subtype,status,street_seg,overall_di,bikeway_di,vehicle_di,speed_limi,surface_ty,aaa_networ,aaa_segmen,w_n_bound_,e_s_bound_,snow_remov,segment_le,year_of_co,constructi,upgrade_ye,notes,OID_1,object_i_1,ID_DATAENT,ID_ROUTE,CHECK_FLAG,EXCL_FLAG,EXCL_REAS,ENTRY_ORDE,ADJ_ROUTE,FROM_STR,ORIG_ROUTE,ORIG_STREE,ROUTE_NAME,STRT_NAME,TO_STR,ATR_AAA_N0,ATR_AAA_S0,ATR_BIKEW0,ATR_ES_BO0,ATR_ORIG_0,ATR_OVERA0,ATR_SEGME0,ATR_SEGME1,ATR_SNOW_0,ATR_SPEED0,ATR_STATUS,ATR_SUBTY0,ATR_SURFA0,ATR_TYPE_0,ATR_TYPE_1,ATR_VEHIC0,ATR_WN_BOU,INST_COMM,INST_DT_M,INST_TMIN,INST_TYPE,INST_DATE,INST_YR,UPGR1_COMM,UPGR1_DT_M,UPGR1_TMIN,UPGR1_TYPE,UPGR1_DATE,UPGR1_YR,UPGR2_COMM,UPGR2_DT_M,UPGR2_TMIN,UPGR2_TYPE,UPGR2_DATE,UPGR2_YR,GEN_COMM,NOTES_ORIG,GEO_POINT,GEOJSON_G,GEOJSON_I,POST2019,MAPS_URL,geometry_crs,geometry
294874,29th Ave,Eddington Drive,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,105.518405517,2008,,,,48,294874,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1582 49.24624, -123.1584 49.24615, -123.1584 49.24614, -123.1584 49.24613, -123.1584 49.24613, -123.1584 49.24612, -123.1584 49.24612, -123.1584 49.24612, -123.1584 49.24611, -123.1584 49.2461, -123.1584 49.2461, -123.1584 49.2461, -123.1584 49.24608, -123.1584 49.24608, -123.1584 49.24608, -123.1585 49.24607, -123.1585 49.24607, -123.1585 49.24607, -123.1585 49.24606, -123.1585 49.24606, -123.1585 49.24605, -123.1585 49.24605, -123.1585 49.24604, -123.1585 49.24604, -123.1585 49.24603, -123.1585 49.24603, -123.1585 49.24602, -123.1585 49.24602, -123.1585 49.24601, -123.1585 49.246, -123.1585 49.246, -123.1585 49.246, -123.1586 49.246, -123.1586 49.24599, -123.1586 49.24598, -123.1586 49.24598, -123.1586 49.24597, -123.1586 49.24596, -123.1586 49.24595, -123.1586 49.24595, -123.1586 49.24595, -123.1586 49.24595, -123.1586 49.24594, -123.1586 49.24594, -123.1586 49.24593, -123.1586 49.24593, -123.1587 49.24593, -123.1587 49.24592, -123.1587 49.24592, -123.1587 49.24591, -123.1587 49.24591, -123.1587 49.24591, -123.1587 49.2459, -123.1587 49.24589, -123.1587 49.24589, -123.1587 49.24588, -123.1587 49.24588, -123.1587 49.24587, -123.1587 49.24586, -123.1588 49.24586, -123.1588 49.24586, -123.1588 49.24585, -123.1588 49.24585, -123.1588 49.24585, -123.1588 49.24584, -123.1588 49.24583, -123.1588 49.24583, -123.1588 49.24583, -123.1588 49.24582, -123.1588 49.24582, -123.1588 49.24581, -123.1588 49.2458, -123.1589 49.2458, -123.1589 49.2458, -123.1589 49.24579, -123.1589 49.24579, -123.1589 49.24579, -123.1589 49.24578, -123.1589 49.24577, -123.1589 49.24577, -123.1589 49.24577, -123.1589 49.24576, -123.1589 49.24576, -123.1589 49.24575, -123.1589 49.24575, -123.1589 49.24574, -123.159 49.24573, -123.159 49.24573, -123.159 49.24572, -123.159 49.24572, -123.159 49.24572, -123.159 49.24572, -123.159 49.24572, -123.159 49.2457, -123.159 49.2457, -123.159 49.24569, -123.159 49.24569, -123.1591 49.24568, -123.1591 49.24568, -123.1591 49.24568, -123.1591 49.24567, -123.1591 49.24567, -123.1591 49.24566, -123.1591 49.24566, -123.1591 49.24565, -123.1591 49.24565, -123.1591 49.24565, -123.1591 49.24564, -123.1591 49.24564, -123.1592 49.24563, -123.1592 49.24563, -123.1592 49.24562, -123.1592 49.24562, -123.1592 49.24561, -123.1592 49.24561, -123.1592 49.2456, -123.1592 49.2456, -123.1592 49.24559, -123.1592 49.24559, -123.1593 49.24558, -123.1593 49.24558, -123.1593 49.24558, -123.1593 49.24558)"
294876,29th Ave,Nanton,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,52.0027069412,2009,,,,49,294876,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1277 49.24631, -123.1284 49.24632, -123.1284 49.24632)"
294878,29th Ave,Nanton,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,106.964672219,2009,,,,50,294878,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1306 49.24636, -123.1321 49.24638)"
294881,29th Ave,Nanton,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,81.6600528393,2009,,,,51,294881,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1521 49.24762, -123.1525 49.24762, -123.1533 49.24763, -123.1533 49.24763)"
294884,29th Ave,Nanton,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,53.2223234352,2009,,,,52,294884,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1454 49.24751, -123.1461 49.24752, -123.1461 49.24752)"
294890,Seaside Bypass,W 1st Ave,Painted Lanes,NB,Active,Residential,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,No,106.958968438,2010,,,,53,294890,677,VAN-R24,N,N,,319,N3,Install from Cambie Brg,Seaside Bypass,W 1st Ave,Seaside Bypass,W 1st Ave,Install to Ontario St.,NO,NO,2W,Painted Lanes,Painted Lanes,EW,106.9589684,Residential,No,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,"PBL2way from Columbia St to Ontario St. Pre-2007, removed during construction in 2009-2010: SV: https://www.google.com/maps/@49.2702661,-123.1089831,3a,71.6y,80.42h,72.1t/data=!3m7!1e1!3m5!1s_pMYy-h8Dl3V9kgg13u3Tw!2e0!5s20070901T000000!7i3328!8i1664?entr",STSAT,PBL,PBL-2way,Pre-2007,2007,"PL both sides of road, no upgrades to bikeway, do see some flex-posts on road as a traffic calming initiative added later on around 2015: https://www.google.com/maps/@49.2701865,-123.1054916,3a,75y,255.57h,82.21t/data=!3m7!1e1!3m5!1sTy3H26FL57CuE7PC2cwgq",,PL,PL,,2010,,,,,,0,,,"49.27020326876698, -123.10536844395126","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.10463357801825, 49.270189836693234], [-123.10610330988428, 49.27021670084071]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.10463357801825, 49.270189836693234], [-123.10610330988428, 49.27021670084071]] }",0,https://www.google.com/maps/place/49.27020326876698 -123.10536844395126,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1046 49.27019, -123.1061 49.27022)"
294892,Seaside Bypass,Lamey's Mill Rd,Local Street,,Active,Residential,EW,2W,2W,50,Paved,NO,NO,Local Street,Local Street,Yes,93.7779796648,1990,,,,54,294892,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1321 49.26668, -123.1333 49.26698)"
294893,Sunrise,Slocan,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,45.9698075181,1998,year const- unknown source,,,55,294893,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0494 49.27539, -123.0494 49.27497)"
294899,Chilco,Chilco,Local Street,,Active,Residential,NS,2W,2W,30,Paved,YES,YES,Local Street,Local Street,No,54.9068942471,2006,Upgrade to AAA in 2021,2021,,56,294899,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1426 49.29057, -123.1426 49.29057, -123.1432 49.29022)"
294903,Sunrise,Slocan,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,118.378010435,1998,year const- unknown source,,,57,294903,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0496 49.25741, -123.0496 49.2568, -123.0496 49.25635)"
294904,Sunrise,Slocan,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,98.2828739065,1998,year const- unknown source,,,58,294904,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0496 49.25154, -123.0496 49.25154, -123.0496 49.25066)"
294905,Sunrise,Slocan,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,134.472218986,1998,year const- unknown source,,,59,294905,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0496 49.25275, -123.0496 49.25238, -123.0496 49.25154)"
294909,Seaside,Off Street,Protected Bike Lanes,OSS,Active,Off-street,EW,2W,Off Street,,Unpaved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,No,102.720767824,1990,,,,60,294909,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.2137 49.27596, -123.2138 49.27597, -123.214 49.27598, -123.2143 49.27598, -123.2143 49.27598, -123.2147 49.276, -123.2149 49.27602, -123.2151 49.27604)"
294912,Kent,Boundary,Local Street,,Active,Arterial,EW,2W,2W,50,Paved,NO,NO,Local Street,Local Street,No,132.790363638,2004,const date- source unknown,,,61,294912,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0234 49.20543, -123.0234 49.20424)"
294913,33rd Ave,W 33rd Ave,Painted Lanes,NB,Active,Collector,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Shared Lanes,Yes,99.6636775778,2010,,,,62,294913,691,VAN-R66,N,N,,715,N2,Install from Heather St,33rd Ave,W 33rd Ave,33rd Ave,W 33rd Ave,Install to Cambie St.,NO,NO,2W,Shared Lanes,Painted Lanes,EW,99.66367758,Collector,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,"Painted Lane, 1 side 1 way, parking adjascent. 405 W 33rd Ave seen completed between April and Aug 2009 (google earth)",STSAT,PL,PL-1 1x,April-Aug 2009,2009,"Google maps shows no upgrades since installation: https://www.google.com/maps/@49.2411318,-123.1190618,3a,75y,230.46h,68.14t/data=!3m7!1e1!3m5!1swAEkRhKjkrb4-_mvx1GiSA!2e0!5s20110901T000000!7i13312!8i6657",,,,,0,,,,,,0,,,"49.24114024900205, -123.1199611833859","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.11927761583044, 49.241115558920384], [-123.11929346860914, 49.24111615512779], [-123.1200551469751, 49.2411436057667], [-123.12064474900788, 49.24116499301131]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.11927761583044, 49.241115558920384], [-123.11929346860914, 49.24111615512779], [-123.1200551469751, 49.2411436057667], [-123.12064474900788, 49.24116499301131]] }",0,https://www.google.com/maps/place/49.24114024900205 -123.1199611833859,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1193 49.24112, -123.1193 49.24112, -123.1201 49.24114, -123.1206 49.24116)"
294916,Kent,E Kent Ave North,Local Street,,Active,Arterial,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,53.1851412305,2004,,,,63,294916,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0622 49.20641, -123.062 49.20637, -123.0618 49.20632, -123.0618 49.20632, -123.0618 49.20632, -123.0615 49.20626, -123.0615 49.20626)"
294918,Kent,E Kent Ave North,Protected Bike Lanes,OSS,Active,Off-street,EW,BD,Off Street,,Unpaved,NO,NO,Protected Bike Lanes,Protected Bike Lanes,No,177.743123945,2004,,,Cyclists may take the road instead of shared path,64,294918,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0568 49.20581, -123.0566 49.20581, -123.0564 49.20581, -123.0563 49.20582, -123.0562 49.20582, -123.056 49.20582, -123.0557 49.20583, -123.0555 49.20585, -123.0553 49.20586, -123.0552 49.20587, -123.055 49.20588, -123.0549 49.20589, -123.0545 49.20592, -123.0545 49.20592, -123.0544 49.20589)"
294919,Kent,Off Street,Protected Bike Lanes,OSS,Active,Off-street,EW,2W,Off Street,,Unpaved,NO,NO,Protected Bike Lanes,Protected Bike Lanes,No,75.8513436958,2004,,,,65,294919,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0544 49.20589, -123.0544 49.20587, -123.0543 49.20588, -123.0537 49.20593, -123.0537 49.20596, -123.0536 49.20599, -123.0536 49.206, -123.0536 49.206, -123.0535 49.20601)"
294920,Ridgeway,MacDonald,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,52.9210224443,2013,,,,66,294920,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1679 49.24515, -123.1679 49.24515, -123.1679 49.24562, -123.1679 49.24563)"
294921,Ridgeway,MacDonald,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,52.7705834203,2013,,,,67,294921,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1679 49.24563, -123.1679 49.24563, -123.1679 49.2461)"
294922,Dunbar,W 16th Ave,Painted Lanes,NB,Active,Sec Arterial,EW,2W,2W,50,Paved,NO,NO,Painted Lanes,Painted Lanes,Yes,71.1083573499,2003,,,,68,294922,670,VAN-R36,N,N,,424,N1,Install from Alma St,Dunbar,W 16th Ave,Dunbar,W 16th Ave,Install to Dunbar St,NO,NO,2W,Painted Lanes,Painted Lanes,EW,71.10835735,Sec Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,"PL both sides of road, parking adjascent, no apparent upgrades since 2009: https://www.google.com/maps/@49.2580189,-123.1855447,3a,75y,306.24h,71.23t/data=!3m7!1e1!3m5!1ss6berun-vyzAnHcN3VC-qw!2e0!5s20220501T000000!7i16384!8i8192 .",STSAT,PL,PL,Pre-2009,2003,,,,,,0,,,,,,0,,,"49.257936399382174, -123.18560086893157","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.18511237242792, 49.257929164874575], [-123.18608936543522, 49.257943633889774]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.18511237242792, 49.257929164874575], [-123.18608936543522, 49.257943633889774]] }",0,https://www.google.com/maps/place/49.257936399382174 -123.18560086893157,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1851 49.25793, -123.1861 49.25794)"
294923,Valley,Valley Drive,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,52.3091610948,2008,,,,69,294923,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1548 49.24572, -123.1542 49.2455)"
294926,Valley,Valley Drive,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,144.85682476,2008,,,,70,294926,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.158 49.24793, -123.1574 49.24717, -123.1571 49.24676)"
294930,67th Ave,W 68th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,67.7029588866,2017,,,,71,294930,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1411 49.21052, -123.142 49.21054)"
294934,14th Ave,W 14th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,104.301629522,2017,,,,72,294934,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1162 49.25875, -123.1177 49.25878)"
294938,Burrard,Burrard,Protected Bike Lanes,SL,Active,Arterial,NS,OW,2W,50,Paved,YES,YES,,Protected Bike Lanes,Yes,47.9177555281,2017,,,,73,294938,285,VAN-R06,N,N,,136,N1,Install from W4th Ave,Burrard,Burrard,Burrard,Burrard,Install to Lane south of W7th Ave,YES,YES,OW,Protected Bike Lanes,Protected Bike Lanes,NS,47.91775553,Arterial,Yes,50,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,,"Sat data shows completion between Feb and April 2017, PBL on one side only, https://www.google.com/maps/@49.2663292,-123.1457054,3a,75y,174.02h,81.49t/data=!3m7!1e1!3m5!1s65Wud84WaKQpe2ryiKupSg!2e0!5s20181001T000000!7i16384!8i8192 .",STSAT,PBL,PBL-1 x1,Feb-April 2017,2017,,,,,,0,,,,,,0,,,"49.26781120537885, -123.14563903916039","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.14564552153324, 49.26802667815717], [-123.14563255678752, 49.26759573260053]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.14564552153324, 49.26802667815717], [-123.14563255678752, 49.26759573260053]] }",0,https://www.google.com/maps/place/49.26781120537885 -123.14563903916039,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1456 49.26803, -123.1456 49.2676)"
294939,10th Ave,W 10th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,Yes,174.727144987,2004,year const- Peter Stary,,,74,294939,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1482 49.26279, -123.1506 49.26282)"
294943,Powell Overpass,Powell,Protected Bike Lanes,OSS,Active,Off-street,EW,BD,Off Street,,Paved,YES,YES,Protected Bike Lanes,Protected Bike Lanes,Yes,220.746098954,2018,,,,75,294943,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0771 49.28307, -123.074 49.28323)"
294946,Portside,Wall,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,Yes,114.142150487,1999,Year const -source unknown,,,76,294946,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0608 49.28752, -123.0601 49.28838, -123.06 49.28843)"
294953,Burrard,Burrard,Painted Lanes,NB,Active,Arterial,NS,OW,2W,50,Paved,NO,NO,Painted Lanes,Shared Lanes,Yes,54.9922028114,2006,SL to PL NB in 2018,2018,,77,294953,261,VAN-R06,N,N,,108,N2,Upgrade from Burnaby,Burrard,Burrard,Burrard,Burrard,Upgrade to Davie St,NO,NO,OW,Shared Lanes,Painted Lanes,NS,54.99220281,Arterial,Yes,50,Active,NB,Paved,Painted Lanes,Painted Lanes,2W,Painted Lanes,"PL Seen Apr 2009: https://www.google.com/maps/@49.2785996,-123.1300212,3a,75y,44.55h,76.55t/data=!3m7!1e1!3m5!1sRpIMOuxiyx3x-U5VRK7TXA!2e0!5s20090401T000000!7i13312!8i6656?entry=ttu",STSAT,PL,PL x1,,2006,"Minor changes in 2018, same infrastructure type: https://www.google.com/maps/@49.2785991,-123.130019,3a,22.1y,73.26h,84.74t/data=!3m7!1e1!3m5!1s6SL2jMExf_gdEGnRN62uKQ!2e0!5s20210301T000000!7i16384!8i8192",,PL,PL x1,,2018,,,,,,0,,,"49.278551575241465, -123.12997985172986","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.1297140695862, 49.27872746110065], [-123.1302456338735, 49.278375689382266]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.1297140695862, 49.27872746110065], [-123.1302456338735, 49.278375689382266]] }",0,https://www.google.com/maps/place/49.278551575241465 -123.12997985172986,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1297 49.27873, -123.1302 49.27838)"
294954,Cypress,Cypress,Protected Bike Lanes,SL,Active,Residential,NS,2W,2W,30,Paved,YES,YES,Protected Bike Lanes,Local Street,Yes,46.5622864637,1996,"NB PBL, SB LSB in 2016",2016,,78,294954,358,VAN-R32,N,N,,407,N2,Upgrade from backalley south of W3rd Ave,Cypress,Cypress,Cypress,Cypress,Upgrade to backalley south of W4th Avenue,YES,YES,2W,Local Street,Protected Bike Lanes,NS,46.56228646,Residential,Yes,30,Active,SL,Paved,Protected Bike Lanes,Protected Bike Lanes,2W,Protected Bike Lanes,"SSNDL on this street prior to 2016, shared both sides with cars: https://www.google.com/maps/@49.2680267,-123.1479804,3a,36.6y,180.63h,83.23t/data=!3m7!1e1!3m5!1szu0e2jBWMkfayL26AglLng!2e0!5s20150801T000000!7i13312!8i6656",N,None,SSNDL,,1996,"PBL one side, other side is shared with drivers (going south): https://www.google.com/maps/@49.2679258,-123.148017,3a,34.5y,174.77h,80.51t/data=!3m6!1e1!3m4!1s2jL5bQZUjacehaYyRmkrjg!2e0!7i16384!8i8192, Upgrade occurred sometime between Feb and April 2016",STSAT,PBL,PBL-1 + SSNDL,Feb-April 2016,2016,,,,,,0,,,"49.26784428423865, -123.14797467468242","{""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-123.14796663198481, 49.268053636265066], [-123.14798271738002, 49.267634932212225]]}},","{ ""type"": ""LineString"", ""coordinates"": [[-123.14796663198481, 49.268053636265066], [-123.14798271738002, 49.267634932212225]] }",0,https://www.google.com/maps/place/49.26784428423865 -123.14797467468242,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.148 49.26805, -123.148 49.26763)"
294955,Alexander,Hawks,Local Street,,Active,Residential,NS,2W,2W,30,Paved,YES,YES,Local Street,Local Street,Yes,16.5185772151,2015,,,,79,294955,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0871 49.28356, -123.0871 49.28341)"
294956,Seaside,Island Park Walk,Local Street,,Active,Residential,EW,2W,2W,50,Paved,YES,YES,Local Street,Local Street,Yes,27.9428064482,2007,"pre-2007, paint from 2010, improvements 2018",2018,,80,294956,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1398 49.27114, -123.1394 49.27121)"
294959,14th Ave,E 14th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,98.8635054305,2018,Finished- Dec13th2018,,,81,294959,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1045 49.25845, -123.1032 49.25843)"
294960,14th Ave,E 14th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,42.1012790757,2018,Finished- Dec13th2018,,,82,294960,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1051 49.25846, -123.1051 49.25846, -123.1045 49.25845)"
294961,14th Ave,E 14th Ave,Local Street,,Active,Residential,EW,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,48.3248883806,2018,Finished- Dec13th2018,,,83,294961,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.1024 49.25842, -123.1018 49.2584)"
294964,Prince Edward,Prince Edward,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,98.0670603465,2019,,,,84,294964,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0969 49.24566, -123.0969 49.24477)"
294965,Prince Edward,Prince Edward,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,50.2098623778,2019,,,,85,294965,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0967 49.25156, -123.0967 49.25111)"
294966,Prince Edward,Prince Edward,Local Street,,Active,Residential,NS,2W,2W,30,Paved,NO,NO,Local Street,Local Street,No,49.7886551335,2019,,,,86,294966,0,,,,,0,,,,,,,,,,,,,,0,,,0,,,,,,,,,,,,,0,,,,,,0,,,,,,0,,,,,,0,,+proj=longlat +datum=WGS84 +no_defs,"LINESTRING (-123.0966 49.25292, -123.0966 49.25247)"
